"auth.name","2016","2017","2018","2019","2020"
"Bexley",50.8510638297872,45.1998572448251,33.9716214354594,26.8292682926829,169.695003244646
"Hillingdon",68.0681659449644,66.9713329330752,64.8652185291809,66.9597472180245,114.115725618292
"Enfield",67.2162529113004,105.147568455214,75.8105068148736,61.5195125113445,97.071129707113
"Bromley",45.427807486631,36.3075657894737,37.3267326732673,43.2572888223377,92.6213106553277
"Sutton",31.5457413249211,36.464560204953,42.5699300699301,44.9118046132972,91.2801484230056
"Ealing",103.431557399127,72.2158766419189,57.3287511260885,81.5362305281377,90.4401767505099
"Havering",68.8306340927807,58.1843673326323,61.8975635781611,70.6053268765133,84.8877805486284
"Kingston upon Thames",43.6301950805768,36.470389456788,45.3174039828544,42.6147287469698,78.219878555449
"Barnet",49.852045256745,47.6558528422007,36.5150047679075,46.5842038550636,68.3907238229094
"Haringey",43.5035518059898,38.8156016296307,37.9122893217339,39.3852597862577,67.5230531421566
"Harrow",35.9138323994573,41.2017504587751,35.7302321789322,40.1606118546845,65.8977063010809
"Waltham Forest",62.616144018583,58.2906608144355,51.8441373704532,56.9156489633627,63.1678711053193
"Richmond upon Thames",38.8181279620853,36.7386400257815,44.7463070006423,46.9705461112149,61.9937444863261
"Greenwich",61.545352743561,59.3393536121673,58.9109436365566,57.4019839395371,59.9936648717136
"Redbridge",47.9362284820031,35.8091321853851,42.8354874740705,44.6898665705013,58.8207491433298
"Brent",48.0930324233764,43.738743008816,47.4953292366402,42.0213997869285,58.1314477802249
"Lambeth",55.2077243729777,43.2756909702556,49.0453317322125,52.7486242695864,56.4874952243806
"Southwark",53.2626427406199,54.7032143561428,62.7852031861752,57.8772044415415,55.1041073349788
"Hammersmith & Fulham",34.8493831342989,35.1600784057498,33.6894858683762,34.7547266223812,51.8067355921793
"Hounslow",8.63858363858364,4.69406819243344,7.2773790064672,42.2635360343678,51.3367407116178
"Newham",50.753553075682,25.0098790800601,39.697008060092,55.6305601502079,50.8864398658361
"Merton",35.836627140975,33.3242832319722,34.7763193142245,33.5688661811066,46.6194850173167
"City of London",45.3110647181628,40.2053712480253,40.7113274411853,52.6574759519482,45.7283807312826
"Barking & Dagenham",51.0511452776906,51.8638098033461,45.3746530989824,47.343432059688,43.7907850504251
"Croydon",51.2836419222334,45.5587330341332,41.5879701945815,39.0561075394506,43.3701993193972
"Tower Hamlets",48.7461575796797,44.9866054341082,42.1770924370578,40.2032283158304,41.315749274403
"Camden",33.0810160485214,46.1106986719459,34.2254519673874,34.189198392699,39.4599428785737
"Islington",41.3341110019646,37.5848115130678,35.7501177905269,29.6802325581395,37.591606133979
"Hackney",45.9454423492584,43.45164795364,45.3265765765766,45.3826691967109,36.9491826581379
"Kensington & Chelsea",28.0304216530589,26.2517117425539,24.9291329084659,26.1419389191039,31.4433650321688
"Westminster",17.0172154968985,35.1761221767885,20.0738650300531,6.47553537361958,26.7088306906586
"Wandsworth",31.7899078601603,24.1424678131755,23.2172519306426,22.4017276256082,24.854778516956
"Lewisham",31.4683544303797,33.1105913798864,24.2496977119805,27.7539517216027,17.005370116879
"Total for London",40.7716737754067,40.2598091705985,37.5763547776808,38.746072963411,48.4948246094101
"Total for rest of England",52.3539663662125,51.5507377732915,52.4306587243073,55.2670521581213,97.0706538907023
"Total for all of England",47.4083205413344,46.6649331670111,45.9191863806825,48.2872369927276,71.3012299870925
