"","Date","Cost.of.Living","Seasonally adjusted total pay excluding arrears","CPIH"
"99",2021-05-01,21.3912344189787,27.1929824561403,13.4969325153374
"100",2021-06-01,22.2356252513068,26.3157894736842,13.9059304703477
"101",2021-07-01,22.8387615601126,27.1929824561403,13.9059304703477
"102",2021-08-01,23.6027342179332,27.6315789473684,14.6216768916155
"103",2021-09-01,24.0852432649779,28.5087719298246,14.9284253578732
"104",2021-10-01,25.4523522316044,28.9473684210526,15.9509202453988
"105",2021-11-01,26.3771612384399,28.7280701754386,16.6666666666667
"106",2021-12-01,27.7442702050664,32.0175438596491,17.280163599182
"107",2022-01-01,27.7442702050664,31.140350877193,17.1779141104294
"108",2022-02-01,28.7494973864093,31.7982456140351,17.9959100204499
"109",2022-03-01,30.076397265782,34.6491228070176,19.120654396728
"110",2022-04-01,34.5396059509449,32.4561403508772,21.6768916155419
"111",2022-05-01,35.5448331322879,32.6754385964912,22.3926380368098
"112",2022-06-01,36.7108966626458,34.2105263157895,23.2106339468303
"113",2022-07-01,37.9975874547648,34.6491228070176,23.9263803680982
"114",2022-08-01,38.8017691998392,35.5263157894737,24.5398773006135
"115",2022-09-01,39.7667872939284,36.1842105263158,25.0511247443763
"116",2022-10-01,43.2247687977483,37.0614035087719,27.0961145194274
"117",2022-11-01,44.0691596300764,37.719298245614,27.6073619631902
"118",2022-12-01,44.9135504624045,38.1578947368421,28.118609406953
"119",2023-01-01,44.8733413751508,38.1578947368421,27.6073619631902
"120",2023-02-01,46.562123039807,NA,28.8343558282209
