"auth.name","2014","2015","2016","2017","2018","change","change.4","prop.income"
"Brighton & Hove",10.657,NA,9.122,9.14,10.657,16.5973741794311,0,29.0626960102539
"Birmingham",10.045,NA,9.108,8.55,10.045,17.4853801169591,0,42.5077229063518
"Bristol",9.544623,NA,7.679,8.855,9.544623,7.78795031055898,0,47.7832334751968
"Colchester",9.22,NA,8.18,8.763,9.22,5.21510898094262,0,80.3625904297045
"Newcastle upon Tyne",8.677,NA,9.479,8.898,8.677,-2.48370420319173,0,49.6680022896394
"Liverpool",8.167,NA,6.231,7.73,8.167,5.65329883570504,0,71.1225289558478
"Nottingham",8.061,NA,5.041,6.024,8.061,33.8147410358566,0,37.7617463812245
"Norwich",7.603,NA,7.087,7.66,7.603,-0.744125326370764,0,71.2158111652304
"Manchester",7.571,NA,6.714,7.564,7.571,0.0925436277101994,0,43.9408009286129
"Cornwall",6.858,NA,6.195,6.13,6.858,11.8760195758564,0,41.3630880579011
"Bournemouth",NA,NA,NA,NA,5.884,NA,NA,42.8114086146682
"Devon",5.636,NA,3.527,3.746,5.636,50.4538174052323,0,66.5328768740408
"Portsmouth",5.556,NA,4.65,5.157,5.556,7.7370564281559,0,53.7902991577113
"Buckinghamshire",NA,NA,NA,NA,5.456987,NA,NA,211.02037896365
"Guildford",5.388,NA,4.759,5.084,5.388,5.97954366640441,0,43.8512248718157
"Leeds",5.328,NA,4.791,5.042,5.328,5.67235224117415,0,45.0914014895058
"Oxford",5.193,NA,3.57542,4.04102,5.193,28.5071590835977,0,74.0693196405648
"Surrey",5.158,NA,5.11,4.979,5.158,3.59509941755374,0,102.320968061892
"Cambridgeshire",5.103902,NA,2.579,3.121,5.103902,63.5341877603332,0,65.6365997942387
"Canterbury",5.038,NA,4.775,4.766,5.038,5.70709190096517,0,48.8746604578968
"North Yorkshire",4.99,NA,5.328,6.001,4.99,-16.8471921346442,0,102.170352170352
"Sheffield",4.953,NA,4.40813368730389,4.733,4.953,4.64821466300445,0,57.754197761194
"St Albans",4.87501825172315,NA,2.373,2.275,4.87501825172315,114.286516559259,0,73.1696999664819
"Oxfordshire",4.619,NA,3.469,3.819,4.619,20.9478921183556,0,88.7075091223353
"Bath & North East Somerset",4.4694506448464,NA,4.27130065642276,4.39174496467919,4.4694506448464,1.76935775624878,0,38.091379393104
"Stoke-on-Trent",4.452,NA,3.578,4.029,4.452,10.4988830975428,0,94.462126034373
"Cambridge",4.39,NA,4.184,4.319,4.39,1.64389905070617,0,42.1466973886329
"Essex",4.356,NA,4.398,4.437,4.356,-1.82555780933063,0,106.166219839142
"Medway",4.193,NA,3.339,3.737,4.193,12.2023013112122,0,49.8751040799334
"Woking",3.928,NA,3.472,3.681,3.928,6.71013311600109,0,46.8846980186202
"Leicester City",3.819,NA,3.455,3.455,3.819,10.5354558610709,0,54.9971198156682
"East Sussex",3.765,NA,3.467,3.637,3.765,3.51938410778115,0,75.2247752247752
"Wiltshire",3.734,NA,4.158,3.216,3.734,16.1069651741294,0,45.3100351899041
"Windsor & Maidenhead",3.633,NA,3.63,3.273,3.633,10.9990834097159,0,40.8248117766041
"Reading",3.623,NA,7.628,3.36342543,3.623,7.71756577936085,0,44.0218712029162
"East Hertfordshire",3.494,NA,3.699,3.499,3.494,-0.142897970848807,0,70.3867848509267
"King's Lynn & West Norfolk",3.461826,NA,2.734,2.59,3.461826,33.6612355212355,0,52.8658406129325
"Bedford",3.43752181192675,NA,3.28,3.325,3.43752181192675,3.3841146444136,0,63.835190506455
"Coventry",3.399,NA,3.003,3.343,3.399,1.67514208794498,0,55.5392156862745
"Durham",3.397,NA,3.461,3.377,3.397,0.592241634586912,0,85.1378446115288
"Ipswich",3.336,NA,2.578,2.577,3.336,29.452852153667,0,69.8638743455497
"West Sussex",3.287,NA,2.926,3.067,3.287,7.17313335507008,0,76.3885661166628
"Poole",NA,NA,NA,NA,3.179,NA,NA,45.9991318188395
"Hampshire",3.149,NA,2.882,2.952,3.149,6.67344173441735,0,96.7434715821813
"Kirklees",3.147,NA,2.948,3.091,3.147,1.81171142025234,0,63.9894265961773
"Bradford",3.108,NA,2.762,2.795,3.108,11.1985688729875,0,77.6223776223776
"Tunbridge Wells",3.008,NA,3.618,3.161,3.008,-4.8402404302436,0,44.0281030444965
"Southend-on-Sea",2.99,NA,2.924,2.821,2.99,5.99078341013825,0,36.8317319536832
"St Edmundsbury",NA,NA,NA,NA,2.981,NA,NA,53.2036409066571
"Swindon",2.934,NA,3.102,2.773,2.934,5.80598629642985,0,48.6567164179105
"Blackpool",2.932,NA,2.702,2.73,2.932,7.3992673992674,0,43.6439416493004
"Chelmsford",2.83409,NA,3.106,3.09649,2.83409,-8.47411100956242,0,36.6692112617742
"Horsham",2.831,NA,2.457,2.819,2.831,0.425682866264637,0,57.088122605364
"South Lakeland",2.823,NA,2.33,2.958,2.823,-4.56389452332658,0,55.6914578812389
"York",2.776,NA,2.447,2.578,2.776,7.68037238169124,0,32.4147594581971
"Stockport",2.7275,NA,2.558,2.86,2.7275,-4.63286713286712,0,59.0035910526544
"Winchester",2.708,NA,2.531,2.522,2.708,7.37509912767646,0,36.7984780540834
"Derby City",2.646,NA,2.435,2.06351,2.646,28.2281161709902,0,49.6156009750609
"Wycombe",NA,NA,NA,NA,2.561,NA,NA,83.257477243173
"Exeter",2.548,NA,2.203,2.309,2.548,10.3508012126462,0,30.5698860227954
"Lancashire",2.546,NA,1.802,2.124,2.546,19.8681732580037,0,70.5458575782765
"Solihull",2.53408345311726,NA,1.852,2.012,2.53408345311726,25.9484817652716,0,57.3733590913955
"East Riding of Yorkshire",2.53,NA,2.557,2.696,2.53,-6.1572700296736,0,59.1397849462366
"Shropshire",2.523989311,NA,2.435,2.3177254856,2.523989311,8.89940705581887,0,45.8752552073361
"Northampton",NA,NA,NA,NA,2.518,NA,NA,57.7258138468592
"Sefton",2.457,NA,2.563,2.423,2.457,1.40321914981428,0,50.5035971223022
