"auth.name","2014","2015","2016","2017","2018","change","change.4","prop.income"
"Westminster",17.37773284,NA,15.009242325,31.24659359,17.37773284,-44.385192613247,0,20.0738650300531
"Ealing",17.182,NA,19.2,17.703,17.182,-2.94300401061967,0,57.3287511260885
"Lambeth",16.337,NA,14.696,9.26371385,16.337,76.3547564673535,0,49.0453317322126
"Camden",13.517,NA,13.22430207,16.77,13.517,-19.3977340488968,0,34.2254519673874
"Hammersmith & Fulham",13.243,NA,12.344,12.915,13.243,2.53968253968256,0,33.6894858683762
"Islington",12.899,NA,13.465,12.353,12.899,4.41997895248116,0,35.7501177905269
"Hackney",12.88,NA,12.329,11.997,12.88,7.36017337667751,0,45.3265765765766
"Kensington & Chelsea",12.4,NA,12.531,12.269,12.4,1.06773168147363,0,24.9291329084659
"Haringey",10.75627,NA,11.2693456207435,10.6838735078249,10.75627,0.677624010824474,0,37.9122893217339
"Waltham Forest",10.205,NA,8.626,9.562,10.205,6.72453461618909,0,51.8441373704532
"Brent",9.94647184873719,NA,9.76,9.228,9.94647184873719,7.78578076221493,0,47.4953292366402
"City of London",9.535,NA,5.426,9.671,9.535,-1.4062661565505,0,40.7113274411853
"Newham",9.407,NA,9.1583,6.329,9.407,48.6332753989572,0,39.697008060092
"Southwark",9.301,NA,7.836,8.322,9.301,11.7639990386926,0,62.7852031861752
"Tower Hamlets",8.542,NA,9.039,8.66052631,8.542,-1.36858091249191,0,42.1770924370578
"Wandsworth",7.967,NA,9.557,7.707,7.967,3.3735565070715,0,23.2172519306426
"Barnet",7.87730403,NA,8.592,9.73233223768757,7.87730403,-19.0604693960626,0,36.5150047679075
"Croydon",7.57202478,NA,7.05599136,6.44259711,7.57202478,17.5306270237966,0,41.5879701945815
"Richmond upon Thames",6.967,NA,5.242,5.7,6.967,22.2280701754386,0,44.7463070006423
"Havering",6.961,NA,5.015,6.64,6.961,4.8343373493976,0,61.8975635781611
"Merton",6.491,NA,5.712,6.137,6.491,5.76829069577971,0,34.7763193142245
"Enfield",5.729,NA,4.5928287151219,7.120843587,5.729,-19.5460491442473,0,75.8105068148736
"Greenwich",5.55,NA,5.496,4.994,5.55,11.1333600320384,0,58.9109436365566
"Redbridge",5.369,NA,4.901,4.18,5.369,28.444976076555,0,42.8354874740705
"Kingston upon Thames",5.30384243,NA,5.144,4.317,5.30384243,22.8594493861478,0,45.3174039828544
"Hillingdon",4.957,NA,4.873,4.84468328,4.957,2.31835010688253,0,64.8652185291808
"Harrow",4.704599671,NA,4.7869181912,4.938344336,4.704599671,-4.73325975461101,0,35.7302321789322
"Barking & Dagenham",3.924,NA,3.254,3.534,3.924,11.0356536502547,0,45.3746530989824
"Bromley",3.77,NA,5.097,3.532,3.77,6.73839184597962,0,37.3267326732673
"Bexley",2.466,NA,2.868,2.533,2.466,-2.6450848795894,0,33.9716214354594
"Lewisham",2.40560639,NA,2.486,2.973,2.40560639,-19.084884291961,0,24.2496977119805
"Hounslow",1.024,NA,1.132,0.603,1.024,69.8175787728026,0,7.2773790064672
"Sutton",0.974,NA,0.8,0.854,0.974,14.0515222482436,0,42.5699300699301
"Total for London",273.540851989737,0,260.517928282065,273.756507808512,273.540851989737,-0.0787765085482874,0,37.5763547776808
"Total for rest of England",486.663583002614,2.745,448.904910520573,459.535505430868,522.264376002614,13.6504948650115,1.7806894778839,52.5693232712832
"Total for all of England",760.204434992351,2.745,709.422838802639,733.292013239381,795.805227992351,8.52500963113076,1.15074766385381,46.2291093094281
