"auth.name","2017","2018","2019","2020","2021","change","change.4","prop.income"
"Westminster",31.24659359,17.37773284,4.82,17.99,30.802,71.2173429683157,-0.357627538578176,32.4320340303662
"Lambeth",9.26371385,16.337,18.596,19.221,27.322,42.1466104781229,31.0484349896556,55.2361313278344
"Ealing",17.703,17.182,17.43,21.286,19.553,-8.14150145635629,2.51599535406299,54.6845284707462
"Hammersmith & Fulham",12.915,13.243,13.603,15.183,17.543,15.5437001910031,7.95738671819619,37.4250666666667
"Camden",16.77,13.517,15.06,13.678,15.146,10.7325632402398,-2.51423087075093,31.8206647338124
"Hackney",11.997,12.88,12.915,12.477,14.34,14.9314739119981,4.56085434566291,35.9056537633332
"Haringey",10.6838735078249,10.75627,12.788,12.668,13.401,5.7862330281023,5.82837252683142,37.2643345753851
"Waltham Forest",9.562,10.205,12.024,10.664,13.166,23.4621155288822,8.32439642264178,50.2826153376108
"Islington",12.353,12.899,11.231,11.644,12.261,5.29886636894537,-0.186711858748023,27.1645693016661
"Kensington & Chelsea",12.269,12.4,13.747,12.267,12.203,-0.521724953126281,-0.134757436995703,24.2932791845835
"Southwark",8.322,9.301,8.861,8.707,10.73,23.2341793958884,6.5597033071608,41.6763769129185
"Tower Hamlets",8.66052631,8.542,8.269,8.114,8.958,10.4017747103771,0.847861462677324,37.0425505520407
"Brent",9.228,9.94647184873719,9.072,10.03,8.949,-10.777666999003,-0.764575787710364,43.8525995981771
"Richmond upon Thames",5.7,6.967,7.543,7.73,8.789,13.6998706338939,11.4335976998307,52.5375097136709
"Wandsworth",7.707,7.967,8.195,7.659,7.871,2.76798537668104,0.527790743004264,20.9329539108002
"Merton",6.137,6.491,6.176,6.192,7.564,22.1576227390181,5.36560112866169,38.3239600749861
"City of London",9.671,9.535,11.879,7.879,6.934,-11.9939078563269,-7.98087198725575,40.459796942467
"Bromley",3.532,3.77,4.911,7.406,6.759,-8.73615987037536,17.6157379754242,63.2391467065868
"Croydon",6.44259711,7.57202478,8.019,7.137,6.726,-5.75872215216478,1.08203401334261,28.2012578616352
"Kingston upon Thames",4.317,5.30384243,5.098,4.895,6.656,35.9754851889683,11.4314588138381,109.383730484799
"Barnet",9.73233223768757,7.87730403,10.658,9.732,6.649,-31.6789971228935,-9.0851447351293,42.3719092531226
"Lewisham",2.973,2.40560639,2.265,1.615,6.532,304.458204334365,21.748275033682,46.7439530556748
"Havering",6.64,6.961,7.29,5.106,5.686,11.3591852722287,-3.8034063093934,64.7386997609017
"Hounslow",0.603,1.024,5.706,5.223,5.65,8.17537813517137,74.9575884507192,33.5231992405364
"Redbridge",4.18,5.369,4.957,4.978,5.344,7.35235034150263,6.33409567118359,37.3654034400783
"Sutton",0.854,0.974,0.993,0.984,5.037,411.890243902439,55.8398494715887,86.1025641025641
"Harrow",4.938344336,4.704599671,5.251,4.999,5.01,0.22004400880175,0.360794169113365,45.4669207732099
"Barking & Dagenham",3.534,3.924,4.188,4.429,4.449,0.451569202980352,5.92512011447057,25.3086068604585
"Greenwich",4.994,5.55,6.076,3.788,4.068,7.39176346356916,-4.99792271016442,35.6498115853124
"Hillingdon",4.84468328,4.957,4.874,4.891,4,-18.2171335105295,-4.67679186969769,55.9988800223996
"Enfield",7.120843587,5.729,4.745,4.408,3.619,-17.8992740471869,-15.566598793846,61.2248350532905
"Bexley",2.533,2.466,1.881,2.615,2.883,10.2485659655832,3.28859339383181,41.9833988641328
"Newham",6.329,9.407,12.444,10.62,1.214,-88.5687382297552,-33.8208937412545,8.2377688810477
"Total for London",273.756507808512,273.540851989737,281.565,286.215,315.814,10.3415264748528,3.63745308364887,38.3081131240107
"Total for rest of England",459.535505430868,485.117583002614,545.381,503.049,548.741,9.08301179407971,4.5350868828127,61.5783159976075
"Total for all of England",733.292013239381,758.658434992351,826.946,789.264,864.555,9.53939366295691,4.20268701026183,50.3957372989836
